,reaction,direction,source,coenzyme,equation,reactants,products,reactant_gen,product_gen,generation,ec_list
4035,R04104_v1,forward,KEGG (Modified),Mn,C00401 + Z00030 => C01490 + Z00030,C00401 + Z00030,C01490 + Z00030,0.0,0.0,0.0,
4258,R04367_v1,forward,KEGG (Modified),Ca,C03995 + Z00055 => C02126 + C04815 + Z00055,C03995 + Z00055,C02126 + C04815 + Z00055,0.0,0.0,0.0,
561,R00470_v1,forward,KEGG (Modified),Mg,C01127 + Z00029 => C00022 + C00048 + Z00029,C01127 + Z00029,C00022 + C00048 + Z00029,0.0,0.0,0.0,"4.1.3.16, 4.1.3.42"
562,R00470_v1,forward,KEGG (Modified),Mg,C01127 + Z00029 => C00022 + C00048 + Z00029,C01127 + Z00029,C00022 + C00048 + Z00029,0.0,0.0,0.0,"4.1.3.16, 4.1.3.42"
563,R00470_v1,reverse,KEGG (Modified),Mg,C00022 + C00048 + Z00029 => C01127 + Z00029,C00022 + C00048 + Z00029,C01127 + Z00029,0.0,0.0,0.0,"4.1.3.16, 4.1.3.42"
564,R00470_v1,reverse,KEGG (Modified),Mg,C00022 + C00048 + Z00029 => C01127 + Z00029,C00022 + C00048 + Z00029,C01127 + Z00029,0.0,0.0,0.0,"4.1.3.16, 4.1.3.42"
9379,R11802_v1,reverse,KEGG (Modified),Zn,C21683 + C00030 + Z00054 => C21682 + C00028 + Z00054,C21683 + C00030 + Z00054,C21682 + C00028 + Z00054,0.0,0.0,0.0,
571,R00476_v1,forward,KEGG (Modified),4Fe4S,C00160 + C00028 + Z00002 => C00048 + C00030 + Z00002,C00160 + C00028 + Z00002,C00048 + C00030 + Z00002,0.0,0.0,0.0,1.1.99.14
4237,R04345_v1,reverse,KEGG (Modified),Mn,C03918 + Z00030 => C04625 + Z00030,C03918 + Z00030,C04625 + Z00030,0.0,0.0,0.0,
9214,R11631_v1,reverse,KEGG (Modified),Mg,C21514 + Z00029 => C10172 + Z00029,C21514 + Z00029,C10172 + Z00029,0.0,0.0,0.0,
9213,R11631_v1,forward,KEGG (Modified),Mg,C10172 + Z00029 => C21514 + Z00029,C10172 + Z00029,C21514 + Z00029,0.0,0.0,0.0,
9212,R11630_v1,reverse,KEGG (Modified),Mg,C21513 + Z00029 => C08269 + Z00029,C21513 + Z00029,C08269 + Z00029,0.0,0.0,0.0,
8892,R11181_v1,reverse,KEGG (Modified),Mn,C21155 + Z00030 => C11129 + C00001 + Z00030,C21155 + Z00030,C11129 + C00001 + Z00030,0.0,0.0,0.0,
8890,R11179,forward,KEGG,,C19569 + C00001 + C00028 => C19631 + C00030,C19569 + C00001 + C00028,C19631 + C00030,0.0,0.0,0.0,
3935,R03983_v1,reverse,KEGG (Modified),Ca,C03636 + C00014 + Z00055 => C02583 + C01664 + Z00055,C03636 + C00014 + Z00055,C02583 + C01664 + Z00055,0.0,0.0,0.0,
3934,R03979_v4,reverse,KEGG (Modified),Zn,C02534 + C15584 + Z00054 => C03254 + C00001 + Z00054,C02534 + C15584 + Z00054,C03254 + C00001 + Z00054,0.0,0.0,0.0,
3933,R03979_v3,reverse,KEGG (Modified),M2,C02534 + C15584 + Z00069 => C03254 + C00001 + Z00069,C02534 + C15584 + Z00069,C03254 + C00001 + Z00069,0.0,0.0,0.0,
3932,R03979_v2,reverse,KEGG (Modified),Co,C02534 + C15584 + Z00006 => C03254 + C00001 + Z00006,C02534 + C15584 + Z00006,C03254 + C00001 + Z00006,0.0,0.0,0.0,
8855,R11116,reverse,KEGG,,C21121 + C00033 => C21120 + C00001,C21121 + C00033,C21120 + C00001,0.0,0.0,0.0,
8854,R11116,forward,KEGG,,C21120 + C00001 => C21121 + C00033,C21120 + C00001,C21121 + C00033,0.0,0.0,0.0,
3931,R03979_v1,reverse,KEGG (Modified),Fe,C02534 + C15584 + Z00015 => C03254 + C00001 + Z00015,C02534 + C15584 + Z00015,C03254 + C00001 + Z00015,0.0,0.0,0.0,
3922,R03969,reverse,KEGG,,C02509 + C00009 => C03673 + C00001,C02509 + C00009,C03673 + C00001,0.0,0.0,0.0,
3921,R03969,forward,KEGG,,C03673 + C00001 => C02509 + C00009,C03673 + C00001,C02509 + C00009,0.0,0.0,0.0,
8901,R11188_v1,forward,KEGG (Modified),Mn,C21158 + C00001 + Z00030 => C01117 + C00009 + Z00030,C21158 + C00001 + Z00030,C01117 + C00009 + Z00030,0.0,0.0,0.0,
8837,R11095,forward,KEGG,,C21101 + C00001 => C00613 + C00009,C21101 + C00001,C00613 + C00009,0.0,0.0,0.0,
8822,R11079_v1,reverse,KEGG (Modified),M2,C17694 + Z00069 => C17691 + Z00069,C17694 + Z00069,C17691 + Z00069,0.0,0.0,0.0,
8821,R11079_v1,forward,KEGG (Modified),M2,C17691 + Z00069 => C17694 + Z00069,C17691 + Z00069,C17694 + Z00069,0.0,0.0,0.0,
8818,R11076_v1,reverse,KEGG (Modified),4Fe4S,C21090 + C00001 + Z00002 => C21089 + Z00002,C21090 + C00001 + Z00002,C21089 + Z00002,0.0,0.0,0.0,
8817,R11076_v1,forward,KEGG (Modified),4Fe4S,C21089 + Z00002 => C21090 + C00001 + Z00002,C21089 + Z00002,C21090 + C00001 + Z00002,0.0,0.0,0.0,
4404,R04542,forward,KEGG,,C04768 + C00001 => C04632 + C00009,C04768 + C00001,C04632 + C00009,0.0,0.0,0.0,
8700,R10938_v1,reverse,KEGG (Modified),Mg,C20958 + Z00029 => C20957 + Z00029,C20958 + Z00029,C20957 + Z00029,0.0,0.0,0.0,
8699,R10938_v1,forward,KEGG (Modified),Mg,C20957 + Z00029 => C20958 + Z00029,C20957 + Z00029,C20958 + Z00029,0.0,0.0,0.0,
8698,R10937_v2,forward,KEGG (Modified),Zn,C20956 + Z00054 => C17691 + C00009 + Z00054,C20956 + Z00054,C17691 + C00009 + Z00054,0.0,0.0,0.0,
8697,R10937_v1,forward,KEGG (Modified),Co,C20956 + Z00006 => C17691 + C00009 + Z00006,C20956 + Z00006,C17691 + C00009 + Z00006,0.0,0.0,0.0,
1147,R01003,forward,KEGG,,C00110 + C00001 => C00381 + C00009,C00110 + C00001,C00381 + C00009,0.0,0.0,0.0,
1148,R01003,reverse,KEGG,,C00381 + C00009 => C00110 + C00001,C00381 + C00009,C00110 + C00001,0.0,0.0,0.0,
4384,R04525,forward,KEGG,,C04606 + C00001 => C04711 + C00033,C04606 + C00001,C04711 + C00033,0.0,0.0,0.0,
4433,R04587_v1,forward,KEGG (Modified),Fe,C04738 + C00001 + Z00015 => C06022 + C00033 + Z00015,C04738 + C00001 + Z00015,C06022 + C00033 + Z00015,0.0,0.0,0.0,
8914,R11209,reverse,KEGG,,C21177 + C00014 => C21179 + C00001,C21177 + C00014,C21179 + C00001,0.0,0.0,0.0,
4360,R04490,forward,KEGG,,C04485 + C00001 => C04486 + C00033,C04485 + C00001,C04486 + C00033,0.0,0.0,0.0,
9211,R11630_v1,forward,KEGG (Modified),Mg,C08269 + Z00029 => C21513 + Z00029,C08269 + Z00029,C21513 + Z00029,0.0,0.0,0.0,
4325,R04450,forward,KEGG,,C04334 + C00001 => C04298 + C00033,C04334 + C00001,C04298 + C00033,0.0,0.0,0.0,
9151,R11560,reverse,KEGG,,C21456 + C00014 => C02986 + C00001,C21456 + C00014,C02986 + C00001,0.0,0.0,0.0,
9150,R11559,reverse,KEGG,,C21458 + C00014 => C21465 + C00001,C21458 + C00014,C21465 + C00001,0.0,0.0,0.0,
4326,R04450,reverse,KEGG,,C04298 + C00033 => C04334 + C00001,C04298 + C00033,C04334 + C00001,0.0,0.0,0.0,
3967,R04015_v3,reverse,KEGG (Modified),Generic FeS,2C02684 + 2C00080 + Z00063 => 2C02682 + C00282 + Z00063,2C02684 + 2C00080 + Z00063,2C02682 + C00282 + Z00063,0.0,0.0,0.0,
3966,R04015_v3,forward,KEGG (Modified),Generic FeS,2C02682 + C00282 + Z00063 => 2C02684 + 2C00080 + Z00063,2C02682 + C00282 + Z00063,2C02684 + 2C00080 + Z00063,0.0,0.0,0.0,
3963,R04015_v1,reverse,KEGG (Modified),"Ni, Generic FeS",2C02684 + 2C00080 + Z00034 + Z00063 => 2C02682 + C00282 + Z00034 + Z00063,2C02684 + 2C00080 + Z00034 + Z00063,2C02682 + C00282 + Z00034 + Z00063,0.0,0.0,0.0,
3962,R04015_v1,forward,KEGG (Modified),"Ni, Generic FeS",2C02682 + C00282 + Z00034 + Z00063 => 2C02684 + 2C00080 + Z00034 + Z00063,2C02682 + C00282 + Z00034 + Z00063,2C02684 + 2C00080 + Z00034 + Z00063,0.0,0.0,0.0,
9064,R11444_v1,reverse,KEGG (Modified),M1,C01645 + C21386 + Z00060 => C02047 + C16739 + Z00060,C01645 + C21386 + Z00060,C02047 + C16739 + Z00060,0.0,0.0,0.0,
9063,R11444_v1,forward,KEGG (Modified),M1,C02047 + C16739 + Z00060 => C01645 + C21386 + Z00060,C02047 + C16739 + Z00060,C01645 + C21386 + Z00060,0.0,0.0,0.0,
4361,R04490,reverse,KEGG,,C04486 + C00033 => C04485 + C00001,C04486 + C00033,C04485 + C00001,0.0,0.0,0.0,
9062,R11443_v1,reverse,KEGG (Modified),M1,C01645 + C21387 + Z00060 => C02047 + C21388 + Z00060,C01645 + C21387 + Z00060,C02047 + C21388 + Z00060,0.0,0.0,0.0,
9016,R11353_v1,reverse,KEGG (Modified),Zn,C01751 + C00011 + Z00054 => C21298 + Z00054,C01751 + C00011 + Z00054,C21298 + Z00054,0.0,0.0,0.0,
9015,R11353_v1,forward,KEGG (Modified),Zn,C21298 + Z00054 => C01751 + C00011 + Z00054,C21298 + Z00054,C01751 + C00011 + Z00054,0.0,0.0,0.0,
3940,R03993,forward,KEGG,,C03808 + C00001 => C02601 + C00009,C03808 + C00001,C02601 + C00009,0.0,0.0,0.0,
8939,R11259,forward,KEGG,,C04262 + C00001 => C00615 + C00009,C04262 + C00001,C00615 + C00009,0.0,0.0,0.0,
8938,R11258,forward,KEGG,,C04261 + C00001 => C00615 + C00009,C04261 + C00001,C00615 + C00009,0.0,0.0,0.0,
8937,R11251,reverse,KEGG,,C17698 + C00009 => C21211 + C00001,C17698 + C00009,C21211 + C00001,0.0,0.0,0.0,
8936,R11251,forward,KEGG,,C21211 + C00001 => C17698 + C00009,C21211 + C00001,C17698 + C00009,0.0,0.0,0.0,
8931,R11240_v1,reverse,KEGG (Modified),Co,C17700 + C00009 + Z00006 => C21219 + C00001 + Z00006,C17700 + C00009 + Z00006,C21219 + C00001 + Z00006,0.0,0.0,0.0,
8930,R11240_v1,forward,KEGG (Modified),Co,C21219 + C00001 + Z00006 => C17700 + C00009 + Z00006,C21219 + C00001 + Z00006,C17700 + C00009 + Z00006,0.0,0.0,0.0,
916,R00804_v1,forward,KEGG (Modified),Mg,C00934 + C00001 + Z00029 => C11477 + C00009 + Z00029,C00934 + C00001 + Z00029,C11477 + C00009 + Z00029,0.0,0.0,0.0,
917,R00804_v2,forward,KEGG (Modified),Zn,C00934 + C00001 + Z00054 => C11477 + C00009 + Z00054,C00934 + C00001 + Z00054,C11477 + C00009 + Z00054,0.0,0.0,0.0,
9061,R11443_v1,forward,KEGG (Modified),M1,C02047 + C21388 + Z00060 => C01645 + C21387 + Z00060,C02047 + C21388 + Z00060,C01645 + C21387 + Z00060,0.0,0.0,0.0,
9626,R12116,forward,KEGG,,2C00028 + C21915 => 2C00030 + C21917,2C00028 + C21915,2C00030 + C21917,0.0,0.0,0.0,
7244,R09215_v1,forward,KEGG (Modified),Mn,C18303 + Z00030 => C18308 + Z00030,C18303 + Z00030,C18308 + Z00030,0.0,0.0,0.0,
7225,R09135_v1,reverse,KEGG (Modified),Mn,C18242 + C01327 + Z00030 => C18241 + Z00030,C18242 + C01327 + Z00030,C18241 + Z00030,0.0,0.0,0.0,
5973,R07282_v1,reverse,KEGG (Modified),Mn,C00046 + C00454 + Z00030 => C00046 + C00009 + Z00030,C00046 + C00454 + Z00030,C00046 + C00009 + Z00030,0.0,0.0,0.0,
5972,R07282_v1,forward,KEGG (Modified),Mn,C00046 + C00009 + Z00030 => C00046 + C00454 + Z00030,C00046 + C00009 + Z00030,C00046 + C00454 + Z00030,0.0,0.0,0.0,
2798,R02642,forward,KEGG,,C02797 + C00028 => C00619 + C00030,C02797 + C00028,C00619 + C00030,0.0,0.0,0.0,
5927,R07230,reverse,KEGG,,C01829 + C00030 => C07639 + C00708 + C00028 + C00080,C01829 + C00030,C07639 + C00708 + C00028 + C00080,0.0,0.0,0.0,
5926,R07230,forward,KEGG,,C07639 + C00708 + C00028 + C00080 => C01829 + C00030,C07639 + C00708 + C00028 + C00080,C01829 + C00030,0.0,0.0,0.0,
2852,R02712,forward,KEGG,,C01109 + C00001 => C00651 + C00014,C01109 + C00001,C00651 + C00014,0.0,0.0,0.0,
2853,R02712,reverse,KEGG,,C00651 + C00014 => C01109 + C00001,C00651 + C00014,C01109 + C00001,0.0,0.0,0.0,
3375,R03273,forward,KEGG,,C01247 + C00001 => C01139 + C00009,C01247 + C00001,C01139 + C00009,0.0,0.0,0.0,
2889,R02745,reverse,KEGG,,C00071 + C00670 => C04517 + C00001,C00071 + C00670,C04517 + C00001,0.0,0.0,0.0,
2897,R02751,forward,KEGG,,C00675 + C00001 => C02269 + C00009,C00675 + C00001,C02269 + C00009,0.0,0.0,0.0,
3360,R03259_v2,forward,KEGG (Modified),M2,C04212 + C00001 + Z00069 => C01117 + Z00069,C04212 + C00001 + Z00069,C01117 + Z00069,0.0,0.0,0.0,
3359,R03259_v1,forward,KEGG (Modified),Mn,C04212 + C00001 + Z00030 => C01117 + Z00030,C04212 + C00001 + Z00030,C01117 + Z00030,0.0,0.0,0.0,
5840,R07111_v1,reverse,KEGG (Modified),Mg,C14772 + Z00029 => C14768 + C00001 + Z00029,C14772 + Z00029,C14768 + C00001 + Z00029,0.0,0.0,0.0,
5839,R07111_v1,forward,KEGG (Modified),Mg,C14768 + C00001 + Z00029 => C14772 + Z00029,C14768 + C00001 + Z00029,C14772 + Z00029,0.0,0.0,0.0,
5838,R07110_v1,reverse,KEGG (Modified),Mg,C14773 + Z00029 => C14769 + C00001 + Z00029,C14773 + Z00029,C14769 + C00001 + Z00029,0.0,0.0,0.0,
5837,R07110_v1,forward,KEGG (Modified),Mg,C14769 + C00001 + Z00029 => C14773 + Z00029,C14769 + C00001 + Z00029,C14773 + Z00029,0.0,0.0,0.0,
5836,R07109_v1,reverse,KEGG (Modified),Mg,C14774 + Z00029 => C14770 + C00001 + Z00029,C14774 + Z00029,C14770 + C00001 + Z00029,0.0,0.0,0.0,
5835,R07109_v1,forward,KEGG (Modified),Mg,C14770 + C00001 + Z00029 => C14774 + Z00029,C14770 + C00001 + Z00029,C14774 + Z00029,0.0,0.0,0.0,
5834,R07108_v1,reverse,KEGG (Modified),Mg,C14775 + Z00029 => C14771 + C00001 + Z00029,C14775 + Z00029,C14771 + C00001 + Z00029,0.0,0.0,0.0,
5833,R07108_v1,forward,KEGG (Modified),Mg,C14771 + C00001 + Z00029 => C14775 + Z00029,C14771 + C00001 + Z00029,C14775 + Z00029,0.0,0.0,0.0,
2955,R02815_v1,reverse,KEGG (Modified),M2,C03212 + C00014 + Z00069 => C00715 + C00001 + Z00069,C03212 + C00014 + Z00069,C00715 + C00001 + Z00069,0.0,0.0,0.0,
2956,R02815_v2,reverse,KEGG (Modified),Zn,C03212 + C00014 + Z00054 => C00715 + C00001 + Z00054,C03212 + C00014 + Z00054,C00715 + C00001 + Z00054,0.0,0.0,0.0,
5810,R07040_v1,reverse,KEGG (Modified),Fe,C14810 + Z00015 => C05965 + Z00015,C14810 + Z00015,C05965 + Z00015,0.0,0.0,0.0,
5974,R07282_v2,forward,KEGG (Modified),Mg,C00046 + C00009 + Z00029 => C00046 + C00454 + Z00029,C00046 + C00009 + Z00029,C00046 + C00454 + Z00029,0.0,0.0,0.0,
5975,R07282_v2,reverse,KEGG (Modified),Mg,C00046 + C00454 + Z00029 => C00046 + C00009 + Z00029,C00046 + C00454 + Z00029,C00046 + C00009 + Z00029,0.0,0.0,0.0,
5976,R07285_v1,forward,KEGG (Modified),Mg,C00066 + C00009 + Z00029 => C00066 + C00454 + Z00029,C00066 + C00009 + Z00029,C00066 + C00454 + Z00029,0.0,0.0,0.0,
2782,R02622,reverse,KEGG,,C00614 + C00014 => C02583 + C00001,C00614 + C00014,C02583 + C00001,0.0,0.0,0.0,
5150,R05648,reverse,KEGG,,C11427 + C00022 => C11426 + C00001,C11427 + C00022,C11426 + C00001,0.0,0.0,0.0,
6044,R07383,forward,KEGG,,C15647 + C00001 => C03454 + C00009,C15647 + C00001,C03454 + C00009,0.0,0.0,0.0,
6021,R07342_v1,reverse,KEGG (Modified),Ca,C15584 + C00033 + Z00055 => C15583 + C00001 + Z00055,C15584 + C00033 + Z00055,C15583 + C00001 + Z00055,0.0,0.0,0.0,
6020,R07342_v1,forward,KEGG (Modified),Ca,C15583 + C00001 + Z00055 => C15584 + C00033 + Z00055,C15583 + C00001 + Z00055,C15584 + C00033 + Z00055,0.0,0.0,0.0,
5996,R07303_v1,forward,KEGG (Modified),Zn,C15561 + C00001 + Z00054 => C00058 + C15562 + Z00054,C15561 + C00001 + Z00054,C00058 + C15562 + Z00054,0.0,0.0,0.0,
5165,R05677,forward,KEGG,,C07032 + C00001 => C01610 + C00033,C07032 + C00001,C01610 + C00033,0.0,0.0,0.0,
2748,R02585_v1,forward,KEGG (Modified),Mn,C01167 + C00001 + Z00030 => C00585 + C00009 + Z00030,C01167 + C00001 + Z00030,C00585 + C00009 + Z00030,0.0,0.0,0.0,
2749,R02585_v2,forward,KEGG (Modified),M2,C01167 + C00001 + Z00069 => C00585 + C00009 + Z00069,C01167 + C00001 + Z00069,C00585 + C00009 + Z00069,0.0,0.0,0.0,
2750,R02585_v3,forward,KEGG (Modified),Mg,C01167 + C00001 + Z00029 => C00585 + C00009 + Z00029,C01167 + C00001 + Z00029,C00585 + C00009 + Z00029,0.0,0.0,0.0,
2751,R02585_v4,forward,KEGG (Modified),Zn,C01167 + C00001 + Z00054 => C00585 + C00009 + Z00054,C01167 + C00001 + Z00054,C00585 + C00009 + Z00054,0.0,0.0,0.0,
2753,R02587_v1,forward,KEGG (Modified),Mg,C06369 + C00001 + Z00029 => C00586 + C00009 + Z00029,C06369 + C00001 + Z00029,C00586 + C00009 + Z00029,0.0,0.0,0.0,
5809,R07040_v1,forward,KEGG (Modified),Fe,C05965 + Z00015 => C14810 + Z00015,C05965 + Z00015,C14810 + Z00015,0.0,0.0,0.0,
2754,R02587_v1,reverse,KEGG (Modified),Mg,C00586 + C00009 + Z00029 => C06369 + C00001 + Z00029,C00586 + C00009 + Z00029,C06369 + C00001 + Z00029,0.0,0.0,0.0,
2756,R02587_v2,reverse,KEGG (Modified),Zn,C00586 + C00009 + Z00054 => C06369 + C00001 + Z00054,C00586 + C00009 + Z00054,C06369 + C00001 + Z00054,0.0,0.0,0.0,
2757,R02588,reverse,KEGG,,C00069 + C00586 => C03573 + C00001,C00069 + C00586,C03573 + C00001,0.0,0.0,0.0,
5166,R05677,reverse,KEGG,,C01610 + C00033 => C07032 + C00001,C01610 + C00033,C07032 + C00001,0.0,0.0,0.0,
5989,R07297_v5,forward,KEGG (Modified),Mg,C02520 + C00001 + Z00029 => C00911 + C00009 + Z00029,C02520 + C00001 + Z00029,C00911 + C00009 + Z00029,0.0,0.0,0.0,
2764,R02597_v1,forward,KEGG (Modified),Mg,C01200 + C00001 + Z00029 => C00591 + C00009 + Z00029,C01200 + C00001 + Z00029,C00591 + C00009 + Z00029,0.0,0.0,0.0,
5988,R07297_v4,forward,KEGG (Modified),Mn,C02520 + C00001 + Z00030 => C00911 + C00009 + Z00030,C02520 + C00001 + Z00030,C00911 + C00009 + Z00030,0.0,0.0,0.0,
5987,R07297_v3,forward,KEGG (Modified),M2,C02520 + C00001 + Z00069 => C00911 + C00009 + Z00069,C02520 + C00001 + Z00069,C00911 + C00009 + Z00069,0.0,0.0,0.0,
5986,R07297_v2,forward,KEGG (Modified),Co,C02520 + C00001 + Z00006 => C00911 + C00009 + Z00006,C02520 + C00001 + Z00006,C00911 + C00009 + Z00006,0.0,0.0,0.0,
5985,R07297_v1,forward,KEGG (Modified),Zn,C02520 + C00001 + Z00054 => C00911 + C00009 + Z00054,C02520 + C00001 + Z00054,C00911 + C00009 + Z00054,0.0,0.0,0.0,
5977,R07285_v1,reverse,KEGG (Modified),Mg,C00066 + C00454 + Z00029 => C00066 + C00009 + Z00029,C00066 + C00454 + Z00029,C00066 + C00009 + Z00029,0.0,0.0,0.0,
2781,R02621_v1,reverse,KEGG (Modified),Ca,C03022 + C00014 + Z00055 => C00613 + C00001 + Z00055,C03022 + C00014 + Z00055,C00613 + C00001 + Z00055,0.0,0.0,0.0,
2755,R02587_v2,forward,KEGG (Modified),Zn,C06369 + C00001 + Z00054 => C00586 + C00009 + Z00054,C06369 + C00001 + Z00054,C00586 + C00009 + Z00054,0.0,0.0,0.0,
5808,R07039_v1,reverse,KEGG (Modified),Fe,C14808 + Z00015 => C05965 + Z00015,C14808 + Z00015,C05965 + Z00015,0.0,0.0,0.0,
5807,R07039_v1,forward,KEGG (Modified),Fe,C05965 + Z00015 => C14808 + Z00015,C05965 + Z00015,C14808 + Z00015,0.0,0.0,0.0,
2992,R02857,reverse,KEGG,,C06108 + C00001 => C16487 + C00160,C06108 + C00001,C16487 + C00160,0.0,0.0,0.0,
3157,R03024_v2,reverse,KEGG (Modified),Cu,C00870 + C00009 + Z00070 => C03360 + C00001 + Z00070,C00870 + C00009 + Z00070,C03360 + C00001 + Z00070,0.0,0.0,0.0,
3158,R03024_v3,forward,KEGG (Modified),Mg,C03360 + C00001 + Z00029 => C00870 + C00009 + Z00029,C03360 + C00001 + Z00029,C00870 + C00009 + Z00029,0.0,0.0,0.0,
3159,R03024_v3,reverse,KEGG (Modified),Mg,C00870 + C00009 + Z00029 => C03360 + C00001 + Z00029,C00870 + C00009 + Z00029,C03360 + C00001 + Z00029,0.0,0.0,0.0,
3160,R03024_v4,forward,KEGG (Modified),Zn,C03360 + C00001 + Z00054 => C00870 + C00009 + Z00054,C03360 + C00001 + Z00054,C00870 + C00009 + Z00054,0.0,0.0,0.0,
3161,R03024_v4,reverse,KEGG (Modified),Zn,C00870 + C00009 + Z00054 => C03360 + C00001 + Z00054,C00870 + C00009 + Z00054,C03360 + C00001 + Z00054,0.0,0.0,0.0,
5434,R06403,forward,KEGG,,C11939 + C00001 + C00028 => C11940 + C00030,C11939 + C00001 + C00028,C11940 + C00030,0.0,0.0,0.0,
5423,R06373,reverse,KEGG,,C11398 + C00028 => C01767 + C00030,C11398 + C00028,C01767 + C00030,0.0,0.0,0.0,
5422,R06372,reverse,KEGG,,C11412 + C00028 => C11383 + C00030,C11412 + C00028,C11383 + C00030,0.0,0.0,0.0,
5421,R06370,forward,KEGG,,C11934 + C00028 => C11935 + C00030,C11934 + C00028,C11935 + C00030,0.0,0.0,0.0,
5415,R06345_v1,forward,KEGG (Modified),Fe,C03579 + Z00015 => C11870 + Z00015,C03579 + Z00015,C11870 + Z00015,0.0,0.0,0.0,
3193,R03057_v1,forward,KEGG (Modified),Zn,C00909 + C00001 + Z00054 => C02165 + Z00054,C00909 + C00001 + Z00054,C02165 + Z00054,0.0,0.0,0.0,
3156,R03024_v2,forward,KEGG (Modified),Cu,C03360 + C00001 + Z00070 => C00870 + C00009 + Z00070,C03360 + C00001 + Z00070,C00870 + C00009 + Z00070,0.0,0.0,0.0,
3194,R03057_v1,reverse,KEGG (Modified),Zn,C02165 + Z00054 => C00909 + C00001 + Z00054,C02165 + Z00054,C00909 + C00001 + Z00054,0.0,0.0,0.0,
3196,R03058_v1,reverse,KEGG (Modified),Fe,C00909 + C00001 + Z00015 => C05356 + Z00015,C00909 + C00001 + Z00015,C05356 + Z00015,0.0,0.0,0.0,
3197,R03060_v1,forward,KEGG (Modified),M2,C02508 + C00001 + Z00069 => C00911 + C00009 + Z00069,C02508 + C00001 + Z00069,C00911 + C00009 + Z00069,0.0,0.0,0.0,
3198,R03060_v2,forward,KEGG (Modified),Zn,C02508 + C00001 + Z00054 => C00911 + C00009 + Z00054,C02508 + C00001 + Z00054,C00911 + C00009 + Z00054,0.0,0.0,0.0,
5414,R06344_v1,forward,KEGG (Modified),Fe,C06096 + Z00015 => C11855 + Z00015,C06096 + Z00015,C11855 + Z00015,0.0,0.0,0.0,
5413,R06343_v1,forward,KEGG (Modified),Fe,C11865 + Z00015 => C11854 + Z00015,C11865 + Z00015,C11854 + Z00015,0.0,0.0,0.0,
5412,R06342_v1,forward,KEGG (Modified),Fe,C11868 + Z00015 => C11869 + Z00015,C11868 + Z00015,C11869 + Z00015,0.0,0.0,0.0,
5411,R06326_v1,forward,KEGG (Modified),Fe,C11861 + Z00015 => C11863 + C00011 + Z00015,C11861 + Z00015,C11863 + C00011 + Z00015,0.0,0.0,0.0,
3272,R03151,forward,KEGG,,C03875 + C00001 => C01003 + C00009,C03875 + C00001,C01003 + C00009,0.0,0.0,0.0,
5349,R05880,forward,KEGG,,C11809 + C00001 => C11810 + C00033,C11809 + C00001,C11810 + C00033,0.0,0.0,0.0,
5337,R05845,forward,KEGG,,C11678 + C00080 => C11679 + C00001,C11678 + C00080,C11679 + C00001,0.0,0.0,0.0,
3264,R03146,reverse,KEGG,,2C00998 + 2C00080 + C00011 => 2C00995 + C00058,2C00998 + 2C00080 + C00011,2C00995 + C00058,0.0,0.0,0.0,
3195,R03058_v1,forward,KEGG (Modified),Fe,C05356 + Z00015 => C00909 + C00001 + Z00015,C05356 + Z00015,C00909 + C00001 + Z00015,0.0,0.0,0.0,
5149,R05648,forward,KEGG,,C11426 + C00001 => C11427 + C00022,C11426 + C00001,C11427 + C00022,0.0,0.0,0.0,
3155,R03024_v1,reverse,KEGG (Modified),"Fe, Mg",C00870 + C00009 + Z00029 + C00870 + C00009 + Z00015 => C03360 + C00001 + Z00029 + C03360 + C00001 + Z00015,C00870 + C00009 + Z00029 + C00870 + C00009 + Z00015,C03360 + C00001 + Z00029 + C03360 + C00001 + Z00015,0.0,0.0,0.0,
5574,R06605,forward,KEGG,,C12248 + C00080 => C02348 + C00011,C12248 + C00080,C02348 + C00011,0.0,0.0,0.0,
3021,R02885,forward,KEGG,,C01022 + C00001 => C00759 + C00009,C01022 + C00001,C00759 + C00009,0.0,0.0,0.0,
5772,R06971,reverse,KEGG,,C14149 + C00014 => C14148 + C00001,C14149 + C00014,C14148 + C00001,0.0,0.0,0.0,
5771,R06970,reverse,KEGG,,C14148 + C00014 => C14147 + C00001,C14148 + C00014,C14147 + C00001,0.0,0.0,0.0,
5745,R06940,forward,KEGG,,C11519 + C00001 => C00571 + C00058,C11519 + C00001,C00571 + C00058,0.0,0.0,0.0,
5742,R06934,reverse,KEGG,,C14108 + C00022 => C14107 + C00001,C14108 + C00022,C14107 + C00001,0.0,0.0,0.0,
5741,R06934,forward,KEGG,,C14107 + C00001 => C14108 + C00022,C14107 + C00001,C14108 + C00022,0.0,0.0,0.0,
5735,R06923,reverse,KEGG,,C14096 + C00022 => C14095 + C00001,C14096 + C00022,C14095 + C00001,0.0,0.0,0.0,
5734,R06923,forward,KEGG,,C14095 + C00001 => C14096 + C00022,C14095 + C00001,C14096 + C00022,0.0,0.0,0.0,
5728,R06913,reverse,KEGG,,C14087 + C00022 => C14086 + C00001,C14087 + C00022,C14086 + C00001,0.0,0.0,0.0,
5727,R06913,forward,KEGG,,C14086 + C00001 => C14087 + C00022,C14086 + C00001,C14087 + C00022,0.0,0.0,0.0,
3070,R02938,forward,KEGG,,C01842 + C00001 => C00803 + C00014,C01842 + C00001,C00803 + C00014,0.0,0.0,0.0,
